,PassengerId,Survived,Pclass,Name,Sex,Age,SibSp,Parch,Ticket,Fare
336,337,0,1,"pears, mr. thomas clinton",male,29.0,1,0,113776,66.6
337,338,1,1,"burns, miss. elizabeth margaret",female,41.0,0,0,16966,134.5
338,339,1,3,"dahl, mr. karl edwart",male,45.0,0,0,7598,8.05
339,340,0,1,"blackwell, mr. stephen weart",male,45.0,0,0,113784,35.5
340,341,1,2,"navratil, master. edmond roger",male,2.0,1,1,230080,26.0
341,342,1,1,"fortune, miss. alice elizabeth",female,24.0,3,2,19950,263.0
342,343,0,2,"collander, mr. erik gustaf",male,28.0,0,0,248740,13.0
343,344,0,2,"sedgwick, mr. charles frederick waddington",male,25.0,0,0,244361,13.0
344,345,0,2,"fox, mr. stanley hubert",male,36.0,0,0,229236,13.0
345,346,1,2,"brown, miss. amelia ""mildred""",female,24.0,0,0,248733,13.0
346,347,1,2,"smith, miss. marion elsie",female,40.0,0,0,31418,13.0
347,348,1,3,"davison, mrs. thomas henry (mary e finck)",female,,1,0,386525,16.1
348,349,1,3,"coutts, master. william loch ""william""",male,3.0,1,1,C.A. 37671,15.9
349,350,0,3,"dimic, mr. jovan",male,42.0,0,0,315088,8.6625
350,351,0,3,"odahl, mr. nils martin",male,23.0,0,0,7267,9.225
351,352,0,1,"williams-lambert, mr. fletcher fellows",male,,0,0,113510,35.0
352,353,0,3,"elias, mr. tannous",male,15.0,1,1,2695,7.2292
353,354,0,3,"arnold-franchi, mr. josef",male,25.0,1,0,349237,17.8
354,355,0,3,"yousif, mr. wazli",male,,0,0,2647,7.225
355,356,0,3,"vanden steen, mr. leo peter",male,28.0,0,0,345783,9.5
356,357,1,1,"bowerman, miss. elsie edith",female,22.0,0,1,113505,55.0
357,358,0,2,"funk, miss. annie clemmer",female,38.0,0,0,237671,13.0
358,359,1,3,"mcgovern, miss. mary",female,,0,0,330931,7.8792
359,360,1,3,"mockler, miss. helen mary ""ellie""",female,,0,0,330980,7.8792
360,361,0,3,"skoog, mr. wilhelm",male,40.0,1,4,347088,27.9
361,362,0,2,"del carlo, mr. sebastiano",male,29.0,1,0,SC/PARIS 2167,27.7208
362,363,0,3,"barbara, mrs. (catherine david)",female,45.0,0,1,2691,14.4542
363,364,0,3,"asim, mr. adola",male,35.0,0,0,SOTON/O.Q. 3101310,7.05
364,365,0,3,"o'brien, mr. thomas",male,,1,0,370365,15.5
365,366,0,3,"adahl, mr. mauritz nils martin",male,30.0,0,0,C 7076,7.25
366,367,1,1,"warren, mrs. frank manley (anna sophia atkinson)",female,60.0,1,0,110813,75.25
367,368,1,3,"moussa, mrs. (mantoura boulos)",female,,0,0,2626,7.2292
368,369,1,3,"jermyn, miss. annie",female,,0,0,14313,7.75
369,370,1,1,"aubart, mme. leontine pauline",female,24.0,0,0,PC 17477,69.3
370,371,1,1,"harder, mr. george achilles",male,25.0,1,0,11765,55.4417
371,372,0,3,"wiklund, mr. jakob alfred",male,18.0,1,0,3101267,6.4958
372,373,0,3,"beavan, mr. william thomas",male,19.0,0,0,323951,8.05
373,374,0,1,"ringhini, mr. sante",male,22.0,0,0,PC 17760,135.6333
374,375,0,3,"palsson, miss. stina viola",female,3.0,3,1,349909,21.075
375,376,1,1,"meyer, mrs. edgar joseph (leila saks)",female,,1,0,PC 17604,82.1708
376,377,1,3,"landergren, miss. aurora adelia",female,22.0,0,0,C 7077,7.25
377,378,0,1,"widener, mr. harry elkins",male,27.0,0,2,113503,211.5
378,379,0,3,"betros, mr. tannous",male,20.0,0,0,2648,4.0125
379,380,0,3,"gustafsson, mr. karl gideon",male,19.0,0,0,347069,7.775
380,381,1,1,"bidois, miss. rosalie",female,42.0,0,0,PC 17757,227.525
381,382,1,3,"nakid, miss. maria (""mary"")",female,1.0,0,2,2653,15.7417
382,383,0,3,"tikkanen, mr. juho",male,32.0,0,0,STON/O 2. 3101293,7.925
383,384,1,1,"holverson, mrs. alexander oskar (mary aline towner)",female,35.0,1,0,113789,52.0
384,385,0,3,"plotcharsky, mr. vasil",male,,0,0,349227,7.8958
385,386,0,2,"davies, mr. charles henry",male,18.0,0,0,S.O.C. 14879,73.5
386,387,0,3,"goodwin, master. sidney leonard",male,1.0,5,2,CA 2144,46.9
387,388,1,2,"buss, miss. kate",female,36.0,0,0,27849,13.0
388,389,0,3,"sadlier, mr. matthew",male,,0,0,367655,7.7292
389,390,1,2,"lehmann, miss. bertha",female,17.0,0,0,SC 1748,12.0
390,391,1,1,"carter, mr. william ernest",male,36.0,1,2,113760,120.0
391,392,1,3,"jansson, mr. carl olof",male,21.0,0,0,350034,7.7958
392,393,0,3,"gustafsson, mr. johan birger",male,28.0,2,0,3101277,7.925
393,394,1,1,"newell, miss. marjorie",female,23.0,1,0,35273,113.275
394,395,1,3,"sandstrom, mrs. hjalmar (agnes charlotta bengtsson)",female,24.0,0,2,PP 9549,16.7
395,396,0,3,"johansson, mr. erik",male,22.0,0,0,350052,7.7958
396,397,0,3,"olsson, miss. elina",female,31.0,0,0,350407,7.8542
397,398,0,2,"mckane, mr. peter david",male,46.0,0,0,28403,26.0
398,399,0,2,"pain, dr. alfred",male,23.0,0,0,244278,10.5
399,400,1,2,"trout, mrs. william h (jessie l)",female,28.0,0,0,240929,12.65
400,401,1,3,"niskanen, mr. juha",male,39.0,0,0,STON/O 2. 3101289,7.925
401,402,0,3,"adams, mr. john",male,26.0,0,0,341826,8.05
402,403,0,3,"jussila, miss. mari aina",female,21.0,1,0,4137,9.825
403,404,0,3,"hakkarainen, mr. pekka pietari",male,28.0,1,0,STON/O2. 3101279,15.85
404,405,0,3,"oreskovic, miss. marija",female,20.0,0,0,315096,8.6625
405,406,0,2,"gale, mr. shadrach",male,34.0,1,0,28664,21.0
406,407,0,3,"widegren, mr. carl/charles peter",male,51.0,0,0,347064,7.75
407,408,1,2,"richards, master. william rowe",male,3.0,1,1,29106,18.75
408,409,0,3,"birkeland, mr. hans martin monsen",male,21.0,0,0,312992,7.775
409,410,0,3,"lefebre, miss. ida",female,,3,1,4133,25.4667
410,411,0,3,"sdycoff, mr. todor",male,,0,0,349222,7.8958
411,412,0,3,"hart, mr. henry",male,,0,0,394140,6.8583
412,413,1,1,"minahan, miss. daisy e",female,33.0,1,0,19928,90.0
413,414,0,2,"cunningham, mr. alfred fleming",male,,0,0,239853,0.0
414,415,1,3,"sundman, mr. johan julian",male,44.0,0,0,STON/O 2. 3101269,7.925
415,416,0,3,"meek, mrs. thomas (annie louise rowley)",female,,0,0,343095,8.05
416,417,1,2,"drew, mrs. james vivian (lulu thorne christian)",female,34.0,1,1,28220,32.5
417,418,1,2,"silven, miss. lyyli karoliina",female,18.0,0,2,250652,13.0
418,419,0,2,"matthews, mr. william john",male,30.0,0,0,28228,13.0
419,420,0,3,"van impe, miss. catharina",female,10.0,0,2,345773,24.15
420,421,0,3,"gheorgheff, mr. stanio",male,,0,0,349254,7.8958
421,422,0,3,"charters, mr. david",male,21.0,0,0,A/5. 13032,7.7333
422,423,0,3,"zimmerman, mr. leo",male,29.0,0,0,315082,7.875
423,424,0,3,"danbom, mrs. ernst gilbert (anna sigrid maria brogren)",female,28.0,1,1,347080,14.4
424,425,0,3,"rosblom, mr. viktor richard",male,18.0,1,1,370129,20.2125
425,426,0,3,"wiseman, mr. phillippe",male,,0,0,A/4. 34244,7.25
426,427,1,2,"clarke, mrs. charles v (ada maria winfield)",female,28.0,1,0,2003,26.0
427,428,1,2,"phillips, miss. kate florence (""mrs kate louise phillips marshall"")",female,19.0,0,0,250655,26.0
428,429,0,3,"flynn, mr. james",male,,0,0,364851,7.75
429,430,1,3,"pickard, mr. berk (berk trembisky)",male,32.0,0,0,SOTON/O.Q. 392078,8.05
430,431,1,1,"bjornstrom-steffansson, mr. mauritz hakan",male,28.0,0,0,110564,26.55
431,432,1,3,"thorneycroft, mrs. percival (florence kate white)",female,,1,0,376564,16.1
432,433,1,2,"louch, mrs. charles alexander (alice adelaide slow)",female,42.0,1,0,SC/AH 3085,26.0
433,434,0,3,"kallio, mr. nikolai erland",male,17.0,0,0,STON/O 2. 3101274,7.125
434,435,0,1,"silvey, mr. william baird",male,50.0,1,0,13507,55.9
435,436,1,1,"carter, miss. lucile polk",female,14.0,1,2,113760,120.0
436,437,0,3,"ford, miss. doolina margaret ""daisy""",female,21.0,2,2,W./C. 6608,34.375
437,438,1,2,"richards, mrs. sidney (emily hocking)",female,24.0,2,3,29106,18.75
438,439,0,1,"fortune, mr. mark",male,64.0,1,4,19950,263.0
439,440,0,2,"kvillner, mr. johan henrik johannesson",male,31.0,0,0,C.A. 18723,10.5
440,441,1,2,"hart, mrs. benjamin (esther ada bloomfield)",female,45.0,1,1,F.C.C. 13529,26.25
441,442,0,3,"hampe, mr. leon",male,20.0,0,0,345769,9.5
442,443,0,3,"petterson, mr. johan emil",male,25.0,1,0,347076,7.775
443,444,1,2,"reynaldo, ms. encarnacion",female,28.0,0,0,230434,13.0
444,445,1,3,"johannesen-bratthammer, mr. bernt",male,,0,0,65306,8.1125
445,446,1,1,"dodge, master. washington",male,4.0,0,2,33638,81.8583
446,447,1,2,"mellinger, miss. madeleine violet",female,13.0,0,1,250644,19.5
447,448,1,1,"seward, mr. frederic kimber",male,34.0,0,0,113794,26.55
448,449,1,3,"baclini, miss. marie catherine",female,5.0,2,1,2666,19.2583
449,450,1,1,"peuchen, major. arthur godfrey",male,52.0,0,0,113786,30.5
450,451,0,2,"west, mr. edwy arthur",male,36.0,1,2,C.A. 34651,27.75
451,452,0,3,"hagland, mr. ingvald olai olsen",male,,1,0,65303,19.9667
452,453,0,1,"foreman, mr. benjamin laventall",male,30.0,0,0,113051,27.75
453,454,1,1,"goldenberg, mr. samuel l",male,49.0,1,0,17453,89.1042
454,455,0,3,"peduzzi, mr. joseph",male,,0,0,A/5 2817,8.05
455,456,1,3,"jalsevac, mr. ivan",male,29.0,0,0,349240,7.8958
456,457,0,1,"millet, mr. francis davis",male,65.0,0,0,13509,26.55
457,458,1,1,"kenyon, mrs. frederick r (marion)",female,,1,0,17464,51.8625
458,459,1,2,"toomey, miss. ellen",female,50.0,0,0,F.C.C. 13531,10.5
459,460,0,3,"o'connor, mr. maurice",male,,0,0,371060,7.75
460,461,1,1,"anderson, mr. harry",male,48.0,0,0,19952,26.55
461,462,0,3,"morley, mr. william",male,34.0,0,0,364506,8.05
462,463,0,1,"gee, mr. arthur h",male,47.0,0,0,111320,38.5
463,464,0,2,"milling, mr. jacob christian",male,48.0,0,0,234360,13.0
464,465,0,3,"maisner, mr. simon",male,,0,0,A/S 2816,8.05
465,466,0,3,"goncalves, mr. manuel estanslas",male,38.0,0,0,SOTON/O.Q. 3101306,7.05
466,467,0,2,"campbell, mr. william",male,,0,0,239853,0.0
467,468,0,1,"smart, mr. john montgomery",male,56.0,0,0,113792,26.55
468,469,0,3,"scanlan, mr. james",male,,0,0,36209,7.725
469,470,1,3,"baclini, miss. helene barbara",female,0.75,2,1,2666,19.2583
470,471,0,3,"keefe, mr. arthur",male,,0,0,323592,7.25
471,472,0,3,"cacic, mr. luka",male,38.0,0,0,315089,8.6625
472,473,1,2,"west, mrs. edwy arthur (ada mary worth)",female,33.0,1,2,C.A. 34651,27.75
473,474,1,2,"jerwan, mrs. amin s (marie marthe thuillard)",female,23.0,0,0,SC/AH Basle 541,13.7917
474,475,0,3,"strandberg, miss. ida sofia",female,22.0,0,0,7553,9.8375
475,476,0,1,"clifford, mr. george quincy",male,,0,0,110465,52.0
476,477,0,2,"renouf, mr. peter henry",male,34.0,1,0,31027,21.0
477,478,0,3,"braund, mr. lewis richard",male,29.0,1,0,3460,7.0458
478,479,0,3,"karlsson, mr. nils august",male,22.0,0,0,350060,7.5208
479,480,1,3,"hirvonen, miss. hildur e",female,2.0,0,1,3101298,12.2875
480,481,0,3,"goodwin, master. harold victor",male,9.0,5,2,CA 2144,46.9
481,482,0,2,"frost, mr. anthony wood ""archie""",male,,0,0,239854,0.0
482,483,0,3,"rouse, mr. richard henry",male,50.0,0,0,A/5 3594,8.05
483,484,1,3,"turkula, mrs. (hedwig)",female,63.0,0,0,4134,9.5875
484,485,1,1,"bishop, mr. dickinson h",male,25.0,1,0,11967,91.0792
485,486,0,3,"lefebre, miss. jeannie",female,,3,1,4133,25.4667
486,487,1,1,"hoyt, mrs. frederick maxfield (jane anne forby)",female,35.0,1,0,19943,90.0
487,488,0,1,"kent, mr. edward austin",male,58.0,0,0,11771,29.7
488,489,0,3,"somerton, mr. francis william",male,30.0,0,0,A.5. 18509,8.05
489,490,1,3,"coutts, master. eden leslie ""neville""",male,9.0,1,1,C.A. 37671,15.9
490,491,0,3,"hagland, mr. konrad mathias reiersen",male,,1,0,65304,19.9667
491,492,0,3,"windelov, mr. einar",male,21.0,0,0,SOTON/OQ 3101317,7.25
492,493,0,1,"molson, mr. harry markland",male,55.0,0,0,113787,30.5
493,494,0,1,"artagaveytia, mr. ramon",male,71.0,0,0,PC 17609,49.5042
494,495,0,3,"stanley, mr. edward roland",male,21.0,0,0,A/4 45380,8.05
495,496,0,3,"yousseff, mr. gerious",male,,0,0,2627,14.4583
496,497,1,1,"eustis, miss. elizabeth mussey",female,54.0,1,0,36947,78.2667
497,498,0,3,"shellard, mr. frederick william",male,,0,0,C.A. 6212,15.1
498,499,0,1,"allison, mrs. hudson j c (bessie waldo daniels)",female,25.0,1,2,113781,151.55
499,500,0,3,"svensson, mr. olof",male,24.0,0,0,350035,7.7958
500,501,0,3,"calic, mr. petar",male,17.0,0,0,315086,8.6625
501,502,0,3,"canavan, miss. mary",female,21.0,0,0,364846,7.75
502,503,0,3,"o'sullivan, miss. bridget mary",female,,0,0,330909,7.6292
503,504,0,3,"laitinen, miss. kristina sofia",female,37.0,0,0,4135,9.5875
504,505,1,1,"maioni, miss. roberta",female,16.0,0,0,110152,86.5
505,506,0,1,"penasco y castellana, mr. victor de satode",male,18.0,1,0,PC 17758,108.9
506,507,1,2,"quick, mrs. frederick charles (jane richards)",female,33.0,0,2,26360,26.0
507,508,1,1,"bradley, mr. george (""george arthur brayton"")",male,,0,0,111427,26.55
508,509,0,3,"olsen, mr. henry margido",male,28.0,0,0,C 4001,22.525
509,510,1,3,"lang, mr. fang",male,26.0,0,0,1601,56.4958
510,511,1,3,"daly, mr. eugene patrick",male,29.0,0,0,382651,7.75
511,512,0,3,"webber, mr. james",male,,0,0,SOTON/OQ 3101316,8.05
512,513,1,1,"mcgough, mr. james robert",male,36.0,0,0,PC 17473,26.2875
513,514,1,1,"rothschild, mrs. martin (elizabeth l. barrett)",female,54.0,1,0,PC 17603,59.4
514,515,0,3,"coleff, mr. satio",male,24.0,0,0,349209,7.4958
515,516,0,1,"walker, mr. william anderson",male,47.0,0,0,36967,34.0208
516,517,1,2,"lemore, mrs. (amelia milley)",female,34.0,0,0,C.A. 34260,10.5
517,518,0,3,"ryan, mr. patrick",male,,0,0,371110,24.15
518,519,1,2,"angle, mrs. william a (florence ""mary"" agnes hughes)",female,36.0,1,0,226875,26.0
519,520,0,3,"pavlovic, mr. stefo",male,32.0,0,0,349242,7.8958
520,521,1,1,"perreault, miss. anne",female,30.0,0,0,12749,93.5
521,522,0,3,"vovk, mr. janko",male,22.0,0,0,349252,7.8958
522,523,0,3,"lahoud, mr. sarkis",male,,0,0,2624,7.225
523,524,1,1,"hippach, mrs. louis albert (ida sophia fischer)",female,44.0,0,1,111361,57.9792
524,525,0,3,"kassem, mr. fared",male,,0,0,2700,7.2292
525,526,0,3,"farrell, mr. james",male,40.5,0,0,367232,7.75
526,527,1,2,"ridsdale, miss. lucy",female,50.0,0,0,W./C. 14258,10.5
527,528,0,1,"farthing, mr. john",male,,0,0,PC 17483,221.7792
528,529,0,3,"salonen, mr. johan werner",male,39.0,0,0,3101296,7.925
529,530,0,2,"hocking, mr. richard george",male,23.0,2,1,29104,11.5
530,531,1,2,"quick, miss. phyllis may",female,2.0,1,1,26360,26.0
531,532,0,3,"toufik, mr. nakli",male,,0,0,2641,7.2292
532,533,0,3,"elias, mr. joseph jr",male,17.0,1,1,2690,7.2292
533,534,1,3,"peter, mrs. catherine (catherine rizk)",female,,0,2,2668,22.3583
534,535,0,3,"cacic, miss. marija",female,30.0,0,0,315084,8.6625
535,536,1,2,"hart, miss. eva miriam",female,7.0,0,2,F.C.C. 13529,26.25
536,537,0,1,"butt, major. archibald willingham",male,45.0,0,0,113050,26.55
537,538,1,1,"leroy, miss. bertha",female,30.0,0,0,PC 17761,106.425
538,539,0,3,"risien, mr. samuel beard",male,,0,0,364498,14.5
539,540,1,1,"frolicher, miss. hedwig margaritha",female,22.0,0,2,13568,49.5
540,541,1,1,"crosby, miss. harriet r",female,36.0,0,2,WE/P 5735,71.0
541,542,0,3,"andersson, miss. ingeborg constanzia",female,9.0,4,2,347082,31.275
542,543,0,3,"andersson, miss. sigrid elisabeth",female,11.0,4,2,347082,31.275
543,544,1,2,"beane, mr. edward",male,32.0,1,0,2908,26.0
544,545,0,1,"douglas, mr. walter donald",male,50.0,1,0,PC 17761,106.425
545,546,0,1,"nicholson, mr. arthur ernest",male,64.0,0,0,693,26.0
546,547,1,2,"beane, mrs. edward (ethel clarke)",female,19.0,1,0,2908,26.0
547,548,1,2,"padro y manent, mr. julian",male,,0,0,SC/PARIS 2146,13.8625
548,549,0,3,"goldsmith, mr. frank john",male,33.0,1,1,363291,20.525
549,550,1,2,"davies, master. john morgan jr",male,8.0,1,1,C.A. 33112,36.75
550,551,1,1,"thayer, mr. john borland jr",male,17.0,0,2,17421,110.8833
551,552,0,2,"sharp, mr. percival james r",male,27.0,0,0,244358,26.0
552,553,0,3,"o'brien, mr. timothy",male,,0,0,330979,7.8292
553,554,1,3,"leeni, mr. fahim (""philip zenni"")",male,22.0,0,0,2620,7.225
554,555,1,3,"ohman, miss. velin",female,22.0,0,0,347085,7.775
555,556,0,1,"wright, mr. george",male,62.0,0,0,113807,26.55
556,557,1,1,"duff gordon, lady. (lucille christiana sutherland) (""mrs morgan"")",female,48.0,1,0,11755,39.6
557,558,0,1,"robbins, mr. victor",male,,0,0,PC 17757,227.525
558,559,1,1,"taussig, mrs. emil (tillie mandelbaum)",female,39.0,1,1,110413,79.65
559,560,1,3,"de messemaeker, mrs. guillaume joseph (emma)",female,36.0,1,0,345572,17.4
560,561,0,3,"morrow, mr. thomas rowan",male,,0,0,372622,7.75
561,562,0,3,"sivic, mr. husein",male,40.0,0,0,349251,7.8958
562,563,0,2,"norman, mr. robert douglas",male,28.0,0,0,218629,13.5
563,564,0,3,"simmons, mr. john",male,,0,0,SOTON/OQ 392082,8.05
564,565,0,3,"meanwell, miss. (marion ogden)",female,,0,0,SOTON/O.Q. 392087,8.05
565,566,0,3,"davies, mr. alfred j",male,24.0,2,0,A/4 48871,24.15
566,567,0,3,"stoytcheff, mr. ilia",male,19.0,0,0,349205,7.8958
567,568,0,3,"palsson, mrs. nils (alma cornelia berglund)",female,29.0,0,4,349909,21.075
568,569,0,3,"doharr, mr. tannous",male,,0,0,2686,7.2292
569,570,1,3,"jonsson, mr. carl",male,32.0,0,0,350417,7.8542
570,571,1,2,"harris, mr. george",male,62.0,0,0,S.W./PP 752,10.5
571,572,1,1,"appleton, mrs. edward dale (charlotte lamson)",female,53.0,2,0,11769,51.4792
572,573,1,1,"flynn, mr. john irwin (""irving"")",male,36.0,0,0,PC 17474,26.3875
573,574,1,3,"kelly, miss. mary",female,,0,0,14312,7.75
574,575,0,3,"rush, mr. alfred george john",male,16.0,0,0,A/4. 20589,8.05
575,576,0,3,"patchett, mr. george",male,19.0,0,0,358585,14.5
576,577,1,2,"garside, miss. ethel",female,34.0,0,0,243880,13.0
577,578,1,1,"silvey, mrs. william baird (alice munger)",female,39.0,1,0,13507,55.9
578,579,0,3,"caram, mrs. joseph (maria elias)",female,,1,0,2689,14.4583
579,580,1,3,"jussila, mr. eiriik",male,32.0,0,0,STON/O 2. 3101286,7.925
580,581,1,2,"christy, miss. julie rachel",female,25.0,1,1,237789,30.0
581,582,1,1,"thayer, mrs. john borland (marian longstreth morris)",female,39.0,1,1,17421,110.8833
582,583,0,2,"downton, mr. william james",male,54.0,0,0,28403,26.0
583,584,0,1,"ross, mr. john hugo",male,36.0,0,0,13049,40.125
584,585,0,3,"paulner, mr. uscher",male,,0,0,3411,8.7125
585,586,1,1,"taussig, miss. ruth",female,18.0,0,2,110413,79.65
586,587,0,2,"jarvis, mr. john denzil",male,47.0,0,0,237565,15.0
587,588,1,1,"frolicher-stehli, mr. maxmillian",male,60.0,1,1,13567,79.2
588,589,0,3,"gilinski, mr. eliezer",male,22.0,0,0,14973,8.05
589,590,0,3,"murdlin, mr. joseph",male,,0,0,A./5. 3235,8.05
590,591,0,3,"rintamaki, mr. matti",male,35.0,0,0,STON/O 2. 3101273,7.125
591,592,1,1,"stephenson, mrs. walter bertram (martha eustis)",female,52.0,1,0,36947,78.2667
592,593,0,3,"elsbury, mr. william james",male,47.0,0,0,A/5 3902,7.25
593,594,0,3,"bourke, miss. mary",female,,0,2,364848,7.75
594,595,0,2,"chapman, mr. john henry",male,37.0,1,0,SC/AH 29037,26.0
595,596,0,3,"van impe, mr. jean baptiste",male,36.0,1,1,345773,24.15
596,597,1,2,"leitch, miss. jessie wills",female,,0,0,248727,33.0
597,598,0,3,"johnson, mr. alfred",male,49.0,0,0,LINE,0.0
598,599,0,3,"boulos, mr. hanna",male,,0,0,2664,7.225
599,600,1,1,"duff gordon, sir. cosmo edmund (""mr morgan"")",male,49.0,1,0,PC 17485,56.9292
600,601,1,2,"jacobsohn, mrs. sidney samuel (amy frances christy)",female,24.0,2,1,243847,27.0
601,602,0,3,"slabenoff, mr. petco",male,,0,0,349214,7.8958
602,603,0,1,"harrington, mr. charles h",male,,0,0,113796,42.4
603,604,0,3,"torber, mr. ernst william",male,44.0,0,0,364511,8.05
604,605,1,1,"homer, mr. harry (""mr e haven"")",male,35.0,0,0,111426,26.55
605,606,0,3,"lindell, mr. edvard bengtsson",male,36.0,1,0,349910,15.55
606,607,0,3,"karaic, mr. milan",male,30.0,0,0,349246,7.8958
607,608,1,1,"daniel, mr. robert williams",male,27.0,0,0,113804,30.5
608,609,1,2,"laroche, mrs. joseph (juliette marie louise lafargue)",female,22.0,1,2,SC/Paris 2123,41.5792
609,610,1,1,"shutes, miss. elizabeth w",female,40.0,0,0,PC 17582,153.4625
610,611,0,3,"andersson, mrs. anders johan (alfrida konstantia brogren)",female,39.0,1,5,347082,31.275
611,612,0,3,"jardin, mr. jose neto",male,,0,0,SOTON/O.Q. 3101305,7.05
612,613,1,3,"murphy, miss. margaret jane",female,,1,0,367230,15.5
613,614,0,3,"horgan, mr. john",male,,0,0,370377,7.75
614,615,0,3,"brocklebank, mr. william alfred",male,35.0,0,0,364512,8.05
615,616,1,2,"herman, miss. alice",female,24.0,1,2,220845,65.0
616,617,0,3,"danbom, mr. ernst gilbert",male,34.0,1,1,347080,14.4
617,618,0,3,"lobb, mrs. william arthur (cordelia k stanlick)",female,26.0,1,0,A/5. 3336,16.1
618,619,1,2,"becker, miss. marion louise",female,4.0,2,1,230136,39.0
619,620,0,2,"gavey, mr. lawrence",male,26.0,0,0,31028,10.5
620,621,0,3,"yasbeck, mr. antoni",male,27.0,1,0,2659,14.4542
621,622,1,1,"kimball, mr. edwin nelson jr",male,42.0,1,0,11753,52.5542
622,623,1,3,"nakid, mr. sahid",male,20.0,1,1,2653,15.7417
623,624,0,3,"hansen, mr. henry damsgaard",male,21.0,0,0,350029,7.8542
624,625,0,3,"bowen, mr. david john ""dai""",male,21.0,0,0,54636,16.1
625,626,0,1,"sutton, mr. frederick",male,61.0,0,0,36963,32.3208
626,627,0,2,"kirkland, rev. charles leonard",male,57.0,0,0,219533,12.35
627,628,1,1,"longley, miss. gretchen fiske",female,21.0,0,0,13502,77.9583
628,629,0,3,"bostandyeff, mr. guentcho",male,26.0,0,0,349224,7.8958
629,630,0,3,"o'connell, mr. patrick d",male,,0,0,334912,7.7333
630,631,1,1,"barkworth, mr. algernon henry wilson",male,80.0,0,0,27042,30.0
631,632,0,3,"lundahl, mr. johan svensson",male,51.0,0,0,347743,7.0542
632,633,1,1,"stahelin-maeglin, dr. max",male,32.0,0,0,13214,30.5
633,634,0,1,"parr, mr. william henry marsh",male,,0,0,112052,0.0
634,635,0,3,"skoog, miss. mabel",female,9.0,3,2,347088,27.9
635,636,1,2,"davis, miss. mary",female,28.0,0,0,237668,13.0
636,637,0,3,"leinonen, mr. antti gustaf",male,32.0,0,0,STON/O 2. 3101292,7.925
637,638,0,2,"collyer, mr. harvey",male,31.0,1,1,C.A. 31921,26.25
638,639,0,3,"panula, mrs. juha (maria emilia ojala)",female,41.0,0,5,3101295,39.6875
639,640,0,3,"thorneycroft, mr. percival",male,,1,0,376564,16.1
640,641,0,3,"jensen, mr. hans peder",male,20.0,0,0,350050,7.8542
641,642,1,1,"sagesser, mlle. emma",female,24.0,0,0,PC 17477,69.3
642,643,0,3,"skoog, miss. margit elizabeth",female,2.0,3,2,347088,27.9
643,644,1,3,"foo, mr. choong",male,,0,0,1601,56.4958
644,645,1,3,"baclini, miss. eugenie",female,0.75,2,1,2666,19.2583
645,646,1,1,"harper, mr. henry sleeper",male,48.0,1,0,PC 17572,76.7292
646,647,0,3,"cor, mr. liudevit",male,19.0,0,0,349231,7.8958
647,648,1,1,"simonius-blumer, col. oberst alfons",male,56.0,0,0,13213,35.5
648,649,0,3,"willey, mr. edward",male,,0,0,S.O./P.P. 751,7.55
649,650,1,3,"stanley, miss. amy zillah elsie",female,23.0,0,0,CA. 2314,7.55
650,651,0,3,"mitkoff, mr. mito",male,,0,0,349221,7.8958
651,652,1,2,"doling, miss. elsie",female,18.0,0,1,231919,23.0
652,653,0,3,"kalvik, mr. johannes halvorsen",male,21.0,0,0,8475,8.4333
653,654,1,3,"o'leary, miss. hanora ""norah""",female,,0,0,330919,7.8292
654,655,0,3,"hegarty, miss. hanora ""nora""",female,18.0,0,0,365226,6.75
655,656,0,2,"hickman, mr. leonard mark",male,24.0,2,0,S.O.C. 14879,73.5
656,657,0,3,"radeff, mr. alexander",male,,0,0,349223,7.8958
657,658,0,3,"bourke, mrs. john (catherine)",female,32.0,1,1,364849,15.5
658,659,0,2,"eitemiller, mr. george floyd",male,23.0,0,0,29751,13.0
659,660,0,1,"newell, mr. arthur webster",male,58.0,0,2,35273,113.275
660,661,1,1,"frauenthal, dr. henry william",male,50.0,2,0,PC 17611,133.65
661,662,0,3,"badt, mr. mohamed",male,40.0,0,0,2623,7.225
662,663,0,1,"colley, mr. edward pomeroy",male,47.0,0,0,5727,25.5875
663,664,0,3,"coleff, mr. peju",male,36.0,0,0,349210,7.4958
664,665,1,3,"lindqvist, mr. eino william",male,20.0,1,0,STON/O 2. 3101285,7.925
665,666,0,2,"hickman, mr. lewis",male,32.0,2,0,S.O.C. 14879,73.5
666,667,0,2,"butler, mr. reginald fenton",male,25.0,0,0,234686,13.0
667,668,0,3,"rommetvedt, mr. knud paust",male,,0,0,312993,7.775
668,669,0,3,"cook, mr. jacob",male,43.0,0,0,A/5 3536,8.05
669,670,1,1,"taylor, mrs. elmer zebley (juliet cummins wright)",female,,1,0,19996,52.0
670,671,1,2,"brown, mrs. thomas william solomon (elizabeth catherine ford)",female,40.0,1,1,29750,39.0
671,672,0,1,"davidson, mr. thornton",male,31.0,1,0,F.C. 12750,52.0
672,673,0,2,"mitchell, mr. henry michael",male,70.0,0,0,C.A. 24580,10.5
673,674,1,2,"wilhelms, mr. charles",male,31.0,0,0,244270,13.0
674,675,0,2,"watson, mr. ennis hastings",male,,0,0,239856,0.0
675,676,0,3,"edvardsson, mr. gustaf hjalmar",male,18.0,0,0,349912,7.775
